Rk,Player,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,GperSh,GperSoT,Dist,FK,PK,xG,NpxG,NpxGperSh,G-xG,Np:G-xG
992,Anwar El Ghazi\ffa90327,FWMF,Aston Villa,eng Premier League,26,1995,4.3,0.23,1.63,0.47,28.6,1.63,0.47,0,0,21.3,0,0.23,0.26,0.07,0.04,-0.02,-0.07
993,Anwar El Ghazi\ffa90327,FW,Everton,eng Premier League,26,1995,0.1,0,0,0,,0,0,,,,0,0,0,0,,0,0
994,Lamine Ghezali\ce84946a,DF,Saint-Étienne,fr Ligue 1,22,1999,0,0,0,0,,0,0,,,,0,0,0,0,,0,0
995,Paolo Ghiglione\71dc23da,DF,Genoa,it Serie A,24,1997,6.7,0,1.19,0.6,50,1.19,0.6,0,0,18.4,0,0,0.12,0.12,0.1,-0.12,-0.12
996,Saman Ghoddos\f7b1d4e0,DFMF,Brentford,eng Premier League,27,1993,6,0.17,1.33,0.33,25,1.34,0.34,0.13,0.5,20,0.17,0,0.1,0.1,0.08,0.07,0.07
997,Faouzi Ghoulam\c5adc293,DF,Napoli,it Serie A,30,1991,3.7,0,0.81,0.27,33.3,0.81,0.27,0,0,25.6,0.54,0,0.03,0.03,0.05,-0.03,-0.03
998,Dimitris Giannoulis\112c495e,DF,Norwich City,eng Premier League,25,1995,13,0,0.23,0.15,66.7,0.23,0.15,0,0,18.7,0,0,0.02,0.02,0.05,-0.02,-0.02
999,Morgan Gibbs-White\32f60ed8,FWMF,Wolves,eng Premier League,21,2000,0.1,0,20,0,0,20,0,0,,16.2,0,0,1,1,0.06,-1,-1
1000,Ben Gibson\bcfb0142,DF,Norwich City,eng Premier League,28,1993,27.7,0,0.29,0.14,50,0.29,0.14,0,0,10,0,0,0.04,0.04,0.15,-0.04,-0.04
1001,Niko Gießelmann\7242b495,DF,Union Berlin,de Bundesliga,29,1991,23.1,0.13,1.17,0.52,44.4,1.17,0.52,0.11,0.25,15.3,0,0,0.14,0.14,0.12,-0.01,-0.01
1002,Rafał Gikiewicz\17376543,GK,Augsburg,de Bundesliga,33,1987,34,0,0,0,,0,0,,,,0,0,0,0,,0,0
1003,Óscar Gil\6652cf96,DF,Espanyol,es La Liga,24,1997,18.8,0,0.32,0.05,16.7,0.32,0.05,0,0,23.7,0,0,0.02,0.02,0.05,-0.02,-0.02
1004,Mario Gila\9c435456,DF,Real Madrid,es La Liga,20,2000,0.3,0,0,0,,0,0,,,,0,0,0,0,,0,0
1005,Billy Gilmour\df10e27c,MF,Norwich City,eng Premier League,20,2001,20.6,0,0.87,0.15,16.7,0.87,0.15,0,0,22.3,0.1,0,0.05,0.05,0.06,-0.05,-0.05
1006,Daniel Ginczek\e5f63987,MFFW,Wolfsburg,de Bundesliga,30,1991,0.1,0,10,10,100,6.92,6.92,0,0,17,0,0,1,1,0.11,-1,-1
1007,Matthias Ginter\f521b80a,DF,M'Gladbach,de Bundesliga,27,1994,26.2,0.04,1.18,0.53,45.2,1.18,0.54,0.03,0.07,13.4,0.04,0,0.08,0.08,0.07,-0.04,-0.04
1008,Nicholas Gioacchini\79ab7593,MFFW,Montpellier,fr Ligue 1,21,2000,5.5,0,2,0.18,9.1,1.99,0.18,0,0,10.3,0,0,0.25,0.25,0.13,-0.25,-0.25
1009,Sebastian Giovinco\2b7c18ae,MF,Sampdoria,it Serie A,34,1987,0.4,0,2.5,0,0,2.31,0,0,,19.2,0,0,0,0,0.04,0,0
1010,Jimmy Giraudon\6ba71da5,DF,Troyes,fr Ligue 1,29,1992,18,0,0,0,,0,0,,,,0,0,0,0,,0,0
1011,Andrei Girotto\3befc2b6,DFMF,Nantes,fr Ligue 1,29,1992,35,0.17,1.29,0.29,22.2,1.29,0.29,0.13,0.6,15,0.09,0,0.08,0.08,0.07,0.09,0.09
1012,Olivier Giroud\16ceb862,FW,Milan,it Serie A,34,1986,21,0.52,2.9,1.1,37.7,2.9,1.09,0.15,0.39,11.2,0.1,0.1,0.49,0.42,0.14,0.03,0.01
1013,Serge Gnabry\88e357ef,FWDF,Bayern Munich,de Bundesliga,26,1995,24.3,0.58,2.8,1.07,38.2,2.8,1.07,0.21,0.54,16.1,0,0,0.34,0.34,0.12,0.23,0.23
1014,Ben Godfrey\9f7c837d,DF,Everton,eng Premier League,23,1998,22.5,0,0.8,0.27,33.3,0.8,0.27,0,0,16.7,0,0,0.05,0.05,0.06,-0.05,-0.05
1015,Diego Godín\fc4f85b1,DF,Cagliari,it Serie A,35,1986,9.1,0,0.77,0,0,0.77,0,0,,10,0,0,0.05,0.05,0.07,-0.05,-0.05
1016,Edoardo Goldaniga\4b029b31,DF,Cagliari,it Serie A,27,1993,10.4,0,0.48,0.1,20,0.48,0.1,0,0,15.1,0,0,0.06,0.06,0.13,-0.06,-0.06
1017,Edoardo Goldaniga\4b029b31,MFDF,Sassuolo,it Serie A,27,1993,0,0,0,0,,0,0,,,,0,0,0,0,,0,0
1018,Aleksandr Golovin\3708e9fa,FWMF,Monaco,fr Ligue 1,25,1996,16.7,0.18,1.38,0.42,30.4,1.38,0.42,0.13,0.43,18.7,0.06,0,0.18,0.18,0.13,0,0
1019,André Gomes\1961b2aa,MF,Everton,eng Premier League,28,1993,6.9,0,2.03,0.58,28.6,2.04,0.58,0,0,22.3,0,0,0.1,0.1,0.05,-0.1,-0.1
1020,Angel Gomes\645a3363,MFFW,Lille,fr Ligue 1,20,2000,10.6,0.09,1.32,0.19,14.3,1.32,0.19,0.07,0.5,18.8,0,0,0.11,0.11,0.08,-0.02,-0.02
1021,Toti Gomes\f0caab96,DF,Wolves,eng Premier League,22,1999,4,0,0.25,0,0,0.25,0,0,,8,0,0,0.03,0.03,0.05,-0.03,-0.03
1022,Dani Gómez\0e5ddc7c,FW,Levante,es La Liga,23,1998,11.8,0.34,2.63,1.19,45.2,2.62,1.19,0.13,0.29,14.9,0,0,0.42,0.42,0.16,-0.08,-0.08
1023,Joe Gomez\7a11550b,DF,Liverpool,eng Premier League,24,1997,3.7,0,0.27,0,0,0.27,0,0,,29.1,0,0,0,0,0.01,0,0
1024,Maxi Gómez\4c2e9442,FW,Valencia,es La Liga,24,1996,21.7,0.23,1.94,0.55,28.6,1.93,0.55,0.12,0.42,17,0.23,0,0.24,0.24,0.12,-0.01,-0.01
1025,Moi Gómez\5a626448,MFFW,Villarreal,es La Liga,27,1994,14.3,0.14,0.91,0.35,38.5,0.91,0.35,0.15,0.4,13,0,0,0.19,0.19,0.21,-0.05,-0.05
1026,Papu Gómez\6e4df551,MFFW,Sevilla,es La Liga,33,1988,19.8,0.25,1.72,0.61,35.3,1.72,0.61,0.15,0.42,21.3,0,0,0.13,0.12,0.07,0.13,0.13
1027,Sergi Gómez\bc6f5f06,DF,Espanyol,es La Liga,29,1992,30.2,0.03,0.23,0.1,42.9,0.23,0.1,0.14,0.33,11.9,0,0,0.03,0.03,0.13,0,0
1028,Alfred Gomis\cecbce23,GK,Rennes,fr Ligue 1,27,1993,25,0,0,0,,0,0,,,,0,0,0,0,,0,0
1029,Maxime Gonalons\b8c1de25,MF,Granada,es La Liga,32,1989,16.2,0,0.68,0.12,18.2,0.68,0.12,0,0,24.2,0,0,0.02,0.02,0.04,-0.02,-0.02
1030,Vagner Gonçalves\743fd71f,MFFW,Metz,fr Ligue 1,25,1996,1,0,1,1,100,1.05,1.05,0,0,6.3,0,0,0.3,0.3,0.26,-0.3,-0.3
1031,Cedric Gondo\ff37d2ef,FW,Salernitana,it Serie A,24,1996,7.8,0.13,2.56,1.15,45,2.58,1.16,0.05,0.11,15,0,0,0.18,0.18,0.07,-0.05,-0.05
1032,Álvaro González\42dcf26d,DF,Marseille,fr Ligue 1,31,1990,5,0,0.4,0,0,0.4,0,0,,6.5,0,0,0.04,0.04,0.1,-0.04,-0.04
1033,Diego González\4ac7608e,DF,Elche,es La Liga,26,1995,19.9,0,0.2,0.05,25,0.2,0.05,0,0,12.2,0,0,0.01,0.01,0.05,-0.01,-0.01
1034,Édgar González\49d028db,DF,Betis,es La Liga,24,1997,16.3,0.06,0.31,0.12,40,0.31,0.12,0.2,0.5,6.4,0,0,0.06,0.06,0.2,0,0
1035,Giovanni González\1fc474ae,DF,Mallorca,es La Liga,26,1994,4.1,0.24,0.73,0.24,33.3,0.74,0.25,0.33,1,13.8,0,0,0.12,0.12,0.18,0.12,0.12
1036,Nicolás González\2c56a792,MF,Barcelona,es La Liga,19,2002,12.4,0.16,1.37,0.24,17.6,1.37,0.24,0.12,0.67,20.2,0,0,0.11,0.11,0.08,0.05,0.05
1037,Nicolás González\2374aaca,FW,Fiorentina,it Serie A,23,1998,26.2,0.27,2.63,0.76,29,2.63,0.76,0.06,0.2,15.6,0,0.11,0.35,0.27,0.1,-0.09,-0.12
1038,Peter González\1ccd3dae,MFDF,Real Madrid,es La Liga,19,2002,0.3,0,6.67,3.33,50,6.67,3.33,0,0,23.1,0,0,1.33,1.33,0.2,-1.33,-1.33
1039,Roberto González\56545648,FWMF,Betis,es La Liga,20,2001,1.5,0,1.33,0,0,1.33,0,0,,16.8,0,0,0.13,0.13,0.08,-0.13,-0.13
1040,Charlie Goode\7aee4dd3,DF,Brentford,eng Premier League,25,1995,5,0,0.4,0,0,0.4,0,0,,10.5,0,0,0.02,0.02,0.07,-0.02,-0.02
1041,Anthony Gordon\2bd83368,MFFW,Everton,eng Premier League,20,2001,25.4,0.16,1.73,0.75,43.2,1.73,0.75,0.09,0.21,18.5,0.2,0,0.13,0.13,0.08,0.02,0.02
1042,Kaide Gordon\19a9cb70,FW,Liverpool,eng Premier League,16,2004,0.1,0,10,10,100,10,10,0,0,19,0,0,4,4,0.45,-4,-4
1043,Leon Goretzka\cc86b9a3,MF,Bayern Munich,de Bundesliga,26,1995,15.5,0.19,2.97,0.77,26.1,2.97,0.77,0.07,0.25,17,0,0,0.32,0.32,0.11,-0.12,-0.12
1044,Gori\f3451c66,MF,Espanyol,es La Liga,19,2002,0.1,0,0,0,,0,0,,,,0,0,0,0,,0,0
1045,Andoni Gorosabel\6f5f82c0,DF,Real Sociedad,es La Liga,24,1996,25.4,0,0.43,0,0,0.43,0,0,,20.1,0,0,0.02,0.02,0.05,-0.02,-0.02
1046,Robin Gosens\2d970560,DF,Atalanta,it Serie A,27,1994,5.1,0.2,2.94,0.78,26.7,2.93,0.78,0.07,0.25,12.7,0,0,0.29,0.29,0.1,-0.1,-0.1
1047,Robin Gosens\2d970560,DF,Inter,it Serie A,27,1994,1.9,0,2.11,0.53,25,2.13,0.53,0,0,17.4,0,0,0.16,0.16,0.08,-0.16,-0.16
1048,Dan Gosling\7fec31a0,MF,Watford,eng Premier League,31,1990,1.8,0.56,1.11,0.56,50,1.08,0.54,0.5,1,15.6,0,0,0.11,0.11,0.09,0.44,0.44
1049,Amine Gouiri\aad56ca3,FWMF,Nice,fr Ligue 1,21,2000,30.6,0.33,2.29,1.05,45.7,2.29,1.05,0.1,0.22,17.7,0.07,0.1,0.4,0.28,0.12,-0.08,-0.05
1050,Jeffrey Gouweleeuw\1025db8e,DF,Augsburg,de Bundesliga,30,1991,28.6,0.07,0.38,0.14,36.4,0.38,0.14,0.09,0.25,21.2,0.03,0.03,0.06,0.04,0.1,0.01,0
1051,Jonathan Gradit\06c48679,DF,Lens,fr Ligue 1,28,1992,34.1,0,0.15,0,0,0.15,0,0,,29.1,0,0,0,0,0.01,0,0
1052,Jens Grahl\f26dee6b,GK,Eint Frankfurt,de Bundesliga,32,1988,1,0,0,0,,0,0,,,,0,0,0,0,,0,0
1053,Alberto Grassi\6cc97b6a,MF,Cagliari,it Serie A,26,1995,24.2,0,1.03,0.08,8,1.03,0.08,0,0,18.9,0.04,0,0.05,0.05,0.04,-0.05,-0.05
1054,Jaume Grau\fc3d2006,MF,Osasuna,es La Liga,24,1997,0,0,0,0,,0,0,,,,0,0,0,0,,0,0
1055,Andrew Gravillon\49136c42,DF,Reims,fr Ligue 1,23,1998,23.7,0,0.68,0.17,25,0.67,0.17,0,0,20,0.08,0,0.03,0.03,0.04,-0.03,-0.03
1056,Demarai Gray\4468ec10,MFFW,Everton,eng Premier League,25,1996,26,0.19,2.5,0.58,23.1,2.5,0.58,0.08,0.33,20.2,0.15,0,0.17,0.17,0.07,0.02,0.02
1057,Adrian Grbić\4a987ffa,FWMF,Lorient,fr Ligue 1,24,1996,5.8,0.17,2.07,1.03,50,2.08,1.04,0.08,0.17,19,0.69,0,0.26,0.26,0.12,-0.09,-0.09
1058,Ivo Grbić\3f034750,GK,Lille,fr Ligue 1,25,1996,21,0,0,0,,0,0,,,,0,0,0,0,,0,0
1059,Jack Grealish\b0b4fd3e,FW,Manchester City,eng Premier League,25,1995,21.3,0.14,2.11,0.75,35.6,2.12,0.75,0.07,0.19,14.3,0,0,0.23,0.23,0.11,-0.08,-0.08
1060,Etienne Green\667b65da,GK,Saint-Étienne,fr Ligue 1,21,2000,13.3,0,0,0,,0,0,,,,0,0,0,0,,0,0
1061,Julian Green\ad1d6fa4,MF,Greuther Fürth,de Bundesliga,26,1995,11.7,0,1.54,0.43,27.8,1.54,0.43,0,0,25.9,0.09,0,0.05,0.05,0.04,-0.05,-0.05
1062,Mason Greenwood\58eee997,FWMF,Manchester Utd,eng Premier League,19,2001,14.1,0.35,3.4,1.28,37.5,3.4,1.27,0.1,0.28,18.7,0,0,0.31,0.31,0.09,0.04,0.04
1063,Sam Greenwood\f3354c07,MFFW,Leeds United,eng Premier League,19,2002,2.6,0,1.54,0,0,1.52,0,0,,19.4,0.38,0,0.15,0.15,0.09,-0.15,-0.15
1064,Michael Gregoritsch\8e235926,FWMF,Augsburg,de Bundesliga,27,1994,15.5,0.58,2.65,1.03,39,2.65,1.03,0.2,0.5,15.8,0.26,0.06,0.34,0.3,0.11,0.24,0.22
1065,Dominik Greif\30061f53,GK,Mallorca,es La Liga,24,1997,1,0,0,0,,0,0,,,,0,0,0,0,,0,0
1066,Clément Grenier\8b298f56,MF,Mallorca,es La Liga,30,1991,0.7,1.43,1.43,1.43,100,1.5,1.5,1,1,6.4,0,0,0.57,0.57,0.38,0.86,0.86
1067,Sebastian Griesbeck\a8db7ebb,DFMF,Greuther Fürth,de Bundesliga,30,1990,27.1,0.04,0.26,0.07,28.6,0.26,0.07,0.14,0.5,11.2,0,0,0.03,0.03,0.1,0.01,0.01
1068,Sebastian Griesbeck\a8db7ebb,MF,Union Berlin,de Bundesliga,30,1990,0.1,0,0,0,,0,0,,,,0,0,0,0,,0,0
1069,Antoine Griezmann\df69b544,FW,Barcelona,es La Liga,30,1991,2.9,0,1.38,0,0,1.37,0,0,,12.3,0,0,0.14,0.14,0.09,-0.14,-0.14
1070,Antoine Griezmann\df69b544,FWMF,Atlético Madrid,es La Liga,30,1991,18.8,0.16,2.39,0.69,28.9,2.39,0.69,0.07,0.23,16,0.16,0,0.26,0.26,0.11,-0.1,-0.1
1071,Vincenzo Grifo\54e4866f,MFFW,Freiburg,de Bundesliga,28,1993,30.8,0.29,2.01,0.58,29,2.01,0.58,0.06,0.22,21.9,0.58,0.16,0.3,0.15,0.07,0,-0.02
1072,Lennart Grill\37998008,GK,Leverkusen,de Bundesliga,22,1999,1,0,0,0,,0,0,,,,0,0,0,0,,0,0
1073,Florian Grillitsch\ffbbc83b,DFMF,Hoffenheim,de Bundesliga,25,1995,16.6,0,0.48,0.12,25,0.48,0.12,0,0,24.7,0,0,0.03,0.03,0.06,-0.03,-0.03
1074,Arnaut Groeneveld\f08490a6,FW,Villarreal,es La Liga,24,1997,16.4,0.61,3.6,1.52,42.4,3.61,1.53,0.12,0.28,14.7,0.12,0.18,0.76,0.62,0.17,-0.15,-0.2
1075,Pascal Groß\8aec0537,MFDF,Brighton,eng Premier League,30,1991,22.6,0.09,1.02,0.31,30.4,1.02,0.31,0.09,0.29,16.7,0.04,0,0.13,0.1,0.09,-0.04,-0.01
1076,Carlos Gruezo\f2dd9a21,MF,Augsburg,de Bundesliga,26,1995,10.8,0,0.93,0,0,0.93,0,0,,22.8,0,0,0.05,0.05,0.05,-0.05,-0.05
1077,Vicente Guaita\ab13a5aa,GK,Crystal Palace,eng Premier League,34,1987,29.5,0,0,0,,0,0,,,,0,0,0,0,,0,0
1078,Andrés Guardado\ef322658,MF,Betis,es La Liga,34,1986,15.5,0,0.9,0.19,21.4,0.9,0.19,0,0,22.4,0,0,0.05,0.05,0.06,-0.05,-0.05
1079,Sergi Guardiola\32974271,FW,Rayo Vallecano,es La Liga,30,1991,19,0.42,2.53,0.84,33.3,2.53,0.84,0.15,0.44,14.4,0,0.05,0.38,0.34,0.13,0.04,0.03
1080,Nemanja Gudelj\0076ab7f,MFDF,Sevilla,es La Liga,29,1991,11.6,0,0.34,0.17,50,0.34,0.17,0,0,25.7,0.09,0,0.01,0.01,0.03,-0.01,-0.01
1081,Gabriel Gudmundsson\d5d22a58,DFMF,Lille,fr Ligue 1,22,1999,14.9,0.07,1.34,0.4,30,1.34,0.4,0.05,0.17,16.8,0,0,0.15,0.15,0.11,-0.08,-0.08
1082,Noah Guede-Nadje\94b442c0,FW,Angers,fr Ligue 1,17,2003,0,0,0,0,,0,0,,,,0,0,0,0,,0,0
1083,Gonçalo Guedes\e6bc67d7,FWMF,Valencia,es La Liga,24,1996,29,0.38,2.31,0.83,35.8,2.31,0.83,0.15,0.42,21.3,0.1,0.03,0.22,0.17,0.07,0.16,0.18
1084,Marc Guéhi\d0706b27,DF,Crystal Palace,eng Premier League,21,2000,35.8,0.06,0.5,0.14,27.8,0.5,0.14,0.11,0.4,10.3,0,0,0.05,0.05,0.1,0,0
1085,Mattéo Guendouzi\5ea8ef20,MF,Marseille,fr Ligue 1,22,1999,35,0.11,1.43,0.54,38,1.43,0.54,0.08,0.21,17.4,0,0,0.1,0.1,0.07,0.01,0.01
1086,Yanis Guermouche\642f9f79,MFFW,Montpellier,fr Ligue 1,20,2001,0.1,0,0,0,,0,0,,,,0,0,0,0,,0,0
1087,Raphaël Guerreiro\048a1cbc,DF,Dortmund,de Bundesliga,27,1993,19.9,0.2,1.56,0.5,32.3,1.55,0.5,0.1,0.3,24.5,0.4,0.05,0.13,0.09,0.06,0.08,0.07
1088,Evann Guessand\b73f17f8,FW,Nice,fr Ligue 1,20,2001,4.9,0.2,2.65,0.82,30.8,2.67,0.82,0.08,0.25,10.1,0,0,0.39,0.39,0.15,-0.18,-0.18
1089,Ander Guevara\8e48dc61,MF,Real Sociedad,es La Liga,24,1997,9.6,0,0.21,0,0,0.21,0,0,,24.3,0,0,0.01,0.01,0.04,-0.01,-0.01
1090,Lamine Gueye\9d5dcc23,MFFW,Metz,fr Ligue 1,23,1998,6.2,0,2.26,1.13,50,2.27,1.14,0,0,17.4,0.16,0,0.26,0.26,0.11,-0.26,-0.26
1091,Pape Gueye\7155e3e1,MF,Marseille,fr Ligue 1,22,1999,17,0,1.76,0.24,13.3,1.77,0.24,0,0,21.9,0,0,0.1,0.1,0.06,-0.1,-0.1
1092,John Guidetti\99bebd12,FWMF,Alavés,es La Liga,29,1992,3.1,0,3.23,0.65,20,3.23,0.65,0,0,14.6,0.32,0,0.16,0.16,0.05,-0.16,-0.16
1093,Josuha Guilavogui\e6c43eec,MFDF,Bordeaux,fr Ligue 1,30,1990,14.8,0.07,0.61,0.2,33.3,0.61,0.2,0.11,0.33,18.6,0,0,0.09,0.09,0.16,-0.03,-0.03
1094,Josuha Guilavogui\e6c43eec,MFDF,Wolfsburg,de Bundesliga,30,1990,10.5,0,0.76,0.19,25,0.76,0.19,0,0,16.8,0,0,0.04,0.04,0.05,-0.04,-0.04
1095,Frederic Guilbert\5d8d7454,DF,Strasbourg,fr Ligue 1,26,1994,28,0,0.86,0.18,20.8,0.86,0.18,0,0,23.8,0.07,0,0.04,0.04,0.05,-0.04,-0.04
1096,Hugo Guillamón\f7c12fbf,MFDF,Valencia,es La Liga,21,2000,26.2,0.04,0.27,0.08,28.6,0.27,0.08,0.14,0.5,16.6,0,0,0.01,0.01,0.05,0.03,0.03
1097,Bruno Guimarães\82518f62,MF,Newcastle Utd,eng Premier League,23,1997,11.5,0.43,1.91,0.96,50,1.91,0.96,0.23,0.45,18.4,0,0,0.25,0.25,0.14,0.18,0.18
1098,Bruno Guimarães\82518f62,MF,Lyon,fr Ligue 1,23,1997,18.2,0,0.6,0.11,18.2,0.61,0.11,0,0,22.9,0.05,0,0.04,0.04,0.07,-0.04,-0.04
1099,Sehrou Guirassy\923f4dda,FW,Rennes,fr Ligue 1,25,1996,11.3,0.8,3.98,1.5,37.8,3.99,1.51,0.2,0.53,12.6,0,0,0.65,0.65,0.17,0.14,0.14
1100,Péter Gulácsi\bcb2ccd8,GK,RB Leipzig,de Bundesliga,31,1990,33,0,0,0,,0,0,,,,0,0,0,0,,0,0
1101,Manuel Gulde\25ab9c9c,DF,Freiburg,de Bundesliga,30,1991,13.6,0,0.07,0,0,0.07,0,0,,14.9,0,0,0,0,0.04,0,0
1102,Gerard Gumbau\ac454a4f,MF,Elche,es La Liga,26,1994,21,0,1.05,0.19,18.2,1.05,0.19,0,0,28.7,0.19,0,0.04,0.04,0.04,-0.04,-0.04
1103,Robert Gumny\1df0c0b9,DF,Augsburg,de Bundesliga,23,1998,25.2,0,0.28,0,0,0.28,0,0,,12.1,0,0,0.01,0.01,0.04,-0.01,-0.01
1104,İlkay Gündoğan\819b3158,MF,Manchester City,eng Premier League,30,1990,20.6,0.39,2.67,0.87,32.7,2.67,0.87,0.15,0.44,13.9,0.1,0,0.42,0.42,0.16,-0.03,-0.03
1105,Angus Gunn\e082af5b,GK,Norwich City,eng Premier League,25,1996,9,0,0,0,,0,0,,,,0,0,0,0,,0,0
1106,Christian Günter\8593f88c,DF,Freiburg,de Bundesliga,28,1993,34,0.06,0.71,0.18,25,0.71,0.18,0.08,0.33,23.6,0.03,0,0.02,0.02,0.03,0.04,0.04
1107,Koray Günter\f1f1f238,DF,Hellas Verona,it Serie A,26,1994,26.8,0,0.22,0.07,33.3,0.22,0.07,0,0,12.5,0,0,0.01,0.01,0.05,-0.01,-0.01
1108,Lasse Günther\00672803,DF,Augsburg,de Bundesliga,18,2003,1.8,0,1.11,0,0,1.12,0,0,,20.3,0,0,0.06,0.06,0.05,-0.06,-0.06
1109,Jon Guridi\4c0a6a48,MF,Real Sociedad,es La Liga,26,1995,2.3,0.43,0.87,0.43,50,0.87,0.44,0.5,1,6.1,0,0,0.3,0.3,0.34,0.13,0.13
1110,Malo Gusto\d56b9520,DF,Lyon,fr Ligue 1,18,2003,20.9,0,0.53,0,0,0.53,0,0,,25.1,0,0,0.04,0.04,0.07,-0.04,-0.04
1111,Raúl Guti\0b2c8585,MF,Elche,es La Liga,24,1996,18.1,0,0.99,0.28,27.8,1,0.28,0,0,22.1,0,0,0.07,0.07,0.07,-0.07,-0.07
1112,Marcos Mauro López Gutiérrez\b3b62f94,DF,Cádiz,es La Liga,30,1991,1.5,0,0,0,,0,0,,,,0,0,0,0,,0,0
1113,Miguel Gutiérrez\7e98cff1,DF,Real Madrid,es La Liga,20,2001,2.9,0,0,0,,0,0,,,,0,0,0,0,,0,0
1114,Albert Guðmundsson\b79858d5,FWMF,Genoa,it Serie A,24,1997,6.7,0.15,1.34,0.15,11.1,1.33,0.15,0.11,1,17.5,0,0,0.13,0.13,0.1,0.01,0.01
1115,Joško Gvardiol\5ad50391,DF,RB Leipzig,de Bundesliga,19,2002,26.8,0.07,0.86,0.26,30.4,0.86,0.26,0.09,0.29,15.2,0,0,0.09,0.09,0.11,-0.02,-0.02
1116,Emmanuel Gyasi\f9758dae,FWDF,Spezia,it Serie A,27,1994,33.7,0.18,1.16,0.42,35.9,1.16,0.42,0.15,0.43,14.4,0,0,0.18,0.18,0.15,0,0
1117,Norbert Gyömbér\0be276c6,DF,Salernitana,it Serie A,29,1992,28.5,0,0.32,0.07,22.2,0.32,0.07,0,0,12.7,0,0,0.01,0.01,0.04,-0.01,-0.01
1118,Erling Haaland\1f44ac21,FW,Dortmund,de Bundesliga,21,2000,21.2,1.04,3.49,1.46,41.9,3.49,1.46,0.22,0.52,13.5,0,0.28,0.83,0.61,0.18,0.21,0.14
1119,Nicolas Haas\fa449bba,MF,Empoli,it Serie A,25,1996,11.1,0,0.63,0.18,28.6,0.63,0.18,0,0,15.7,0,0,0.03,0.03,0.05,-0.03,-0.03
1120,Janik Haberer\70dcf94d,MF,Freiburg,de Bundesliga,27,1994,9.1,0.33,1.43,0.33,23.1,1.43,0.33,0.23,1,16.1,0,0,0.12,0.12,0.08,0.21,0.21
1121,Alexander Hack\a5ec3ede,DF,Mainz 05,de Bundesliga,27,1993,23,0.13,1,0.22,21.7,1,0.22,0.13,0.6,16.4,0.04,0,0.12,0.12,0.12,0.01,0.01
1122,Robin Hack\0174ba21,FWMF,Arminia,de Bundesliga,22,1998,15.2,0,2.04,0.39,19.4,2.05,0.4,0,0,20.8,0.13,0,0.16,0.16,0.08,-0.16,-0.16
1123,Munir El Haddadi\8696bc90,FWMF,Sevilla,es La Liga,25,1995,5.3,0.38,2.45,1.32,53.8,2.47,1.33,0.15,0.29,13.1,0,0,0.3,0.3,0.14,0.08,0.08
1124,André Hahn\cd82452e,MFFW,Augsburg,de Bundesliga,30,1990,23.3,0.21,1.93,0.86,44.4,1.93,0.86,0.11,0.25,16.1,0,0,0.15,0.15,0.08,0.06,0.06
1125,Amadou Haidara\92432bc6,MF,RB Leipzig,de Bundesliga,23,1998,14.7,0.2,0.95,0.34,35.7,0.95,0.34,0.21,0.6,21.6,0,0,0.07,0.07,0.07,0.14,0.14
1126,Massadio Haïdara\5167c97e,DF,Lens,fr Ligue 1,28,1992,12,0.08,0.33,0.08,25,0.33,0.08,0.25,1,16.5,0,0,0.03,0.03,0.09,0.05,0.05
1127,Oualid El Hajjam\9f29c204,DF,Troyes,fr Ligue 1,30,1991,11.9,0.08,0.92,0.25,27.3,0.92,0.25,0.09,0.33,18.7,0,0,0.08,0.08,0.08,0.01,0.01
1128,Achraf Hakimi\e42d61c7,DF,Paris S-G,fr Ligue 1,22,1998,27.5,0.15,0.76,0.36,47.6,0.76,0.36,0.19,0.4,16,0,0,0.08,0.08,0.1,0.07,0.07
1129,Marcel Halstenberg\8ff2354e,DF,RB Leipzig,de Bundesliga,29,1991,5.6,0.18,0.89,0.18,20,0.89,0.18,0.2,1,14.8,0.18,0,0.07,0.07,0.08,0.11,0.11
1130,Pierre-Yves Hamel\a99da9ec,FWDF,Lorient,fr Ligue 1,27,1994,0.3,0,0,0,,0,0,,,,0,0,0,0,,0,0
1131,Pierre-Yves Hamel\a99da9ec,FW,Clermont Foot,fr Ligue 1,27,1994,5.8,0,2.41,0.69,28.6,2.41,0.69,0,0,14.6,0,0,0.41,0.41,0.17,-0.41,-0.41
1132,Romain Hamouma\0b4d8274,FW,Saint-Étienne,fr Ligue 1,34,1987,9.8,0.2,2.24,0.71,31.8,2.23,0.71,0.09,0.29,17.1,0,0,0.27,0.27,0.12,-0.06,-0.06
1133,Samir Handanović\74419746,GK,Inter,it Serie A,37,1984,37,0,0,0,,0,0,,,,0,0,0,0,,0,0
1134,Grant Hanley\e9254eec,DF,Norwich City,eng Premier League,29,1991,32.2,0.03,0.62,0.12,20,0.62,0.12,0.05,0.25,8.1,0,0,0.06,0.06,0.09,-0.03,-0.03
1135,Ridgeciano Haps\c8d7131c,DF,Venezia,it Serie A,28,1993,22.8,0.04,0.48,0.09,18.2,0.48,0.09,0.09,0.5,21.7,0,0,0.02,0.02,0.03,0.03,0.03
1136,Genki Haraguchi\f24ea523,MF,Union Berlin,de Bundesliga,30,1991,19.5,0.1,1.49,0.31,20.7,1.49,0.31,0.07,0.33,20,0,0,0.12,0.12,0.08,-0.02,-0.02
